"Time (s)","Pressure (hPa)"
1.500591930E3,8.845078125E2
1.500691930E3,8.844979248E2
1.500791930E3,8.844769897E2
1.500891930E3,8.844659424E2
1.500991930E3,8.844543457E2
1.501091930E3,8.844423218E2
1.501191930E3,8.844174805E2
1.501291930E3,8.844048462E2
1.501391930E3,8.843923340E2
1.501491930E3,8.843781128E2
1.501591930E3,8.843663940E2
1.501691930E3,8.843446655E2
1.501791930E3,8.843345337E2
1.501891930E3,8.843256226E2
1.501991930E3,8.843170166E2
1.502091930E3,8.843001099E2
1.502191930E3,8.842918701E2
1.502291930E3,8.842838745E2
1.502391930E3,8.842762451E2
1.502491930E3,8.842626343E2
1.502591930E3,8.842570190E2
1.502691930E3,8.842528076E2
1.502791930E3,8.842492065E2
1.502891930E3,8.842437134E2
1.502991930E3,8.842413940E2
1.503091930E3,8.842393799E2
1.503191930E3,8.842371826E2
1.503291930E3,8.842327881E2
1.503391930E3,8.842302856E2
1.503491930E3,8.842277832E2
1.503591930E3,8.842254639E2
1.503691930E3,8.842209473E2
1.503791930E3,8.842190552E2
1.503891930E3,8.842170410E2
1.503991930E3,8.842148438E2
1.504091930E3,8.842096558E2
1.504191930E3,8.842063599E2
1.504291930E3,8.842020264E2
1.504391930E3,8.841973267E2
1.504491930E3,8.841867065E2
1.504591930E3,8.841810913E2
1.504691930E3,8.841749878E2
1.504791930E3,8.841690674E2
1.504891930E3,8.841576538E2
1.504991930E3,8.841523438E2
1.505091930E3,8.841473389E2
1.505191930E3,8.841421509E2
1.505291930E3,8.841314087E2
1.505391930E3,8.841256104E2
1.505491930E3,8.841198120E2
1.505591930E3,8.841137085E2
1.505691930E3,8.841015625E2
1.505791930E3,8.840952759E2
1.505891930E3,8.840887451E2
1.505991930E3,8.840820312E2
1.506091930E3,8.840682373E2
1.506191930E3,8.840609131E2
1.506291930E3,8.840527954E2
1.506391930E3,8.840443726E2
1.506491930E3,8.840257568E2
1.506591930E3,8.840157471E2
1.506691930E3,8.840043335E2
1.506791930E3,8.839923096E2
1.506891930E3,8.839666748E2
1.506991930E3,8.839531250E2
1.507091930E3,8.839395142E2
1.507191930E3,8.839255981E2
1.507291930E3,8.839121704E2
1.507391930E3,8.838860474E2
1.507491930E3,8.838737183E2
1.507591930E3,8.838621826E2
1.507691930E3,8.838508911E2
1.507791930E3,8.838292236E2
1.507891930E3,8.838192139E2
1.507991930E3,8.838093262E2
1.508091930E3,8.837998047E2
1.508191930E3,8.837802734E2
1.508291930E3,8.837702637E2
1.508391930E3,8.837600098E2
1.508491930E3,8.837492065E2
1.508591930E3,8.837265625E2
1.508691930E3,8.837138672E2
1.508791930E3,8.837007446E2
1.508891930E3,8.836870117E2
1.508991930E3,8.836584473E2
1.509091930E3,8.836438599E2
1.509191930E3,8.836292114E2
1.509291930E3,8.836143799E2
1.509391930E3,8.835849609E2
1.509491930E3,8.835706177E2
1.509591930E3,8.835567017E2
1.509691930E3,8.835433960E2
1.509791930E3,8.835176392E2
1.509891930E3,8.835050049E2
1.509991930E3,8.834924927E2
1.510091930E3,8.834799805E2
1.510191930E3,8.834549561E2
1.510291930E3,8.834428101E2
1.510391930E3,8.834306030E2
1.510491930E3,8.834183960E2
1.510591930E3,8.833951416E2
1.510691930E3,8.833842163E2
1.510791930E3,8.833734131E2
1.510891930E3,8.833630981E2
1.510991930E3,8.833432617E2
1.511091930E3,8.833342285E2
1.511191930E3,8.833253174E2
1.511291930E3,8.833165283E2
1.511391930E3,8.832974854E2
1.511491930E3,8.832887573E2
1.511591930E3,8.832798462E2
1.511691930E3,8.832712402E2
1.511791930E3,8.832536011E2
1.511891930E3,8.832443848E2
1.511991930E3,8.832351074E2
1.512091930E3,8.832255859E2
1.512191930E3,8.832059326E2
1.512291930E3,8.831959229E2
1.512391930E3,8.831859131E2
1.512491930E3,8.831762085E2
1.512591930E3,8.831573486E2
1.512691930E3,8.831476440E2
1.512791930E3,8.831378174E2
1.512891930E3,8.831279297E2
1.512991930E3,8.831074829E2
1.513091930E3,8.830973511E2
1.513191930E3,8.830868530E2
1.513291930E3,8.830764160E2
1.513391930E3,8.830551147E2
1.513491930E3,8.830441895E2
1.513591930E3,8.830334473E2
1.513691930E3,8.830227661E2
1.513791930E3,8.830120239E2
1.513891930E3,8.829906006E2
1.513991930E3,8.829799805E2
1.514091930E3,8.829694824E2
1.514191930E3,8.829590454E2
1.514291930E3,8.829375000E2
1.514391930E3,8.829263916E2
1.514491930E3,8.829152832E2
1.514591930E3,8.829040527E2
1.514691930E3,8.828817139E2
1.514791930E3,8.828707886E2
1.514891930E3,8.828602905E2
1.514991930E3,8.828499756E2
1.515091930E3,8.828296509E2
1.515191930E3,8.828189087E2
1.515291930E3,8.828073120E2
1.515391930E3,8.827955933E2
1.515491930E3,8.827693481E2
1.515591930E3,8.827559204E2
1.515691930E3,8.827423096E2
1.515791930E3,8.827285767E2
1.515891930E3,8.827014160E2
1.515991930E3,8.826881104E2
1.516091930E3,8.826749878E2
1.516191930E3,8.826619873E2
1.516291930E3,8.826371460E2
1.516391930E3,8.826253052E2
1.516491930E3,8.826138916E2
1.516591930E3,8.826030884E2
1.516691930E3,8.825835571E2
1.516791930E3,8.825742188E2
1.516891930E3,8.825651245E2
1.516991930E3,8.825563965E2
1.517091930E3,8.825410767E2
1.517191930E3,8.825337524E2
1.517291930E3,8.825266724E2
1.517391930E3,8.825196533E2
1.517491930E3,8.825064087E2
1.517591930E3,8.824998169E2
1.517691930E3,8.824932861E2
1.517791930E3,8.824866943E2
1.517891930E3,8.824727783E2
1.517991930E3,8.824655762E2
1.518091930E3,8.824588623E2
1.518191930E3,8.824520264E2
1.518291930E3,8.824378052E2
1.518391930E3,8.824302979E2
1.518491930E3,8.824224854E2
1.518591930E3,8.824144897E2
1.518691930E3,8.823981323E2
1.518791930E3,8.823896484E2
1.518891930E3,8.823811035E2
1.518991930E3,8.823718262E2
1.519091930E3,8.823527832E2
1.519191930E3,8.823432617E2
1.519291930E3,8.823338623E2
1.519391930E3,8.823246460E2
1.519491930E3,8.823056030E2
1.519591930E3,8.822954712E2
1.519691930E3,8.822849731E2
1.519791930E3,8.822740479E2
1.519891930E3,8.822504272E2
1.519991930E3,8.822382812E2
1.520091930E3,8.822258911E2
1.520191930E3,8.822132568E2
1.520291930E3,8.822001343E2
1.520391930E3,8.821741943E2
1.520491930E3,8.821615601E2
1.520591930E3,8.821490479E2
1.520691930E3,8.821373291E2
1.520791930E3,8.821149902E2
1.520891930E3,8.821041870E2
1.520991930E3,8.820937500E2
1.521091930E3,8.820838623E2
1.521191930E3,8.820650024E2
1.521291930E3,8.820557861E2
1.521391930E3,8.820455933E2
1.521491930E3,8.820373535E2
1.521591930E3,8.820218506E2
1.521691930E3,8.820143433E2
1.521791930E3,8.820073242E2
1.521891930E3,8.820004272E2
1.521991930E3,8.819876099E2
1.522091930E3,8.819813843E2
1.522191930E3,8.819755859E2
1.522291930E3,8.819698486E2
1.522391930E3,8.819587402E2
1.522491930E3,8.819535522E2
1.522591930E3,8.819485474E2
1.522691930E3,8.819440308E2
1.522791930E3,8.819351196E2
1.522891930E3,8.819307861E2
1.522991930E3,8.819263916E2
1.523091930E3,8.819218750E2
1.523191930E3,8.819123535E2
1.523291930E3,8.819071655E2
1.523391930E3,8.819016724E2
1.523491930E3,8.818962402E2
1.523591930E3,8.818851318E2
1.523691930E3,8.818795166E2
1.523791930E3,8.818737183E2
1.523891930E3,8.818677979E2
1.523991930E3,8.818558960E2
1.524091930E3,8.818496704E2
1.524191930E3,8.818434448E2
1.524291930E3,8.818370361E2
1.524391930E3,8.818226318E2
1.524491930E3,8.818151245E2
1.524591930E3,8.818065186E2
1.524691930E3,8.817976074E2
1.524791930E3,8.817795410E2
1.524891930E3,8.817706299E2
1.524991930E3,8.817615356E2
1.525091930E3,8.817529297E2
1.525191930E3,8.817355957E2
1.525291930E3,8.817265625E2
1.525391930E3,8.817174683E2
1.525491930E3,8.817084351E2
1.525591930E3,8.816898193E2
1.525691930E3,8.816809082E2
1.525791930E3,8.816719971E2
1.525891930E3,8.816632690E2
1.525991930E3,8.816546631E2
1.526091930E3,8.816381226E2
1.526191930E3,8.816296387E2
1.526291930E3,8.816210938E2
1.526391930E3,8.816121826E2
1.526491930E3,8.815929565E2
1.526591930E3,8.815826416E2
1.526691930E3,8.815718384E2
1.526791930E3,8.815609131E2
1.526891930E3,8.815397949E2
1.526991930E3,8.815298462E2
1.527091930E3,8.815202637E2
1.527191930E3,8.815112305E2
1.527291930E3,8.814938965E2
1.527391930E3,8.814857788E2
1.527491930E3,8.814782715E2
1.527591930E3,8.814709473E2
1.527691930E3,8.814567261E2
1.527791930E3,8.814504395E2
1.527891930E3,8.814440308E2
1.527991930E3,8.814379272E2
1.528091930E3,8.814262085E2
1.528191930E3,8.814208984E2
1.528291930E3,8.814155884E2
1.528391930E3,8.814104614E2
1.528491930E3,8.814007568E2
1.528591930E3,8.813965454E2
1.528691930E3,8.813929443E2
1.528791930E3,8.813898315E2
1.528891930E3,8.813851318E2
1.528991930E3,8.813840332E2
1.529091930E3,8.813834229E2
1.529191930E3,8.813829346E2
1.529291930E3,8.813826294E2
1.529391930E3,8.813815308E2
1.529491930E3,8.813801270E2
1.529591930E3,8.813782349E2
1.529691930E3,8.813728027E2
1.529791930E3,8.813698120E2
1.529891930E3,8.813663940E2
1.529991930E3,8.813627930E2
1.530091930E3,8.813540649E2
1.530191930E3,8.813490601E2
1.530291930E3,8.813438721E2
1.530391930E3,8.813382568E2
1.530491930E3,8.813262329E2
1.530591930E3,8.813198242E2
1.530691930E3,8.813134155E2
1.530791930E3,8.813068848E2
1.530891930E3,8.812930908E2
1.530991930E3,8.812860718E2
1.531091930E3,8.812785645E2
1.531191930E3,8.812709351E2
1.531291930E3,8.812551270E2
1.531391930E3,8.812465210E2
1.531491930E3,8.812377930E2
1.531591930E3,8.812290649E2
1.531691930E3,8.812104492E2
1.531791930E3,8.812007446E2
1.531891930E3,8.811912231E2
1.531991930E3,8.811815186E2
1.532091930E3,8.811718750E2
1.532191930E3,8.811516724E2
1.532291930E3,8.811410522E2
1.532391930E3,8.811303101E2
1.532491930E3,8.811192017E2
1.532591930E3,8.810951538E2
1.532691930E3,8.810832520E2
1.532791930E3,8.810710449E2
1.532891930E3,8.810588989E2
1.532991930E3,8.810348511E2
1.533091930E3,8.810223389E2
1.533191930E3,8.810098267E2
1.533291930E3,8.809970093E2
1.533391930E3,8.809707642E2
1.533491930E3,8.809577637E2
1.533591930E3,8.809450073E2
1.533691930E3,8.809324951E2
1.533791930E3,8.809093628E2
1.533891930E3,8.808979492E2
1.533991930E3,8.808871460E2
1.534091930E3,8.808764038E2
1.534191930E3,8.808557739E2
1.534291930E3,8.808451538E2
1.534391930E3,8.808342285E2
1.534491930E3,8.808228149E2
1.534591930E3,8.807968750E2
1.534691930E3,8.807834473E2
1.534791930E3,8.807696533E2
1.534891930E3,8.807559204E2
1.534991930E3,8.807297974E2
1.535091930E3,8.807176514E2
1.535191930E3,8.807062378E2
1.535291930E3,8.806954346E2
1.535391930E3,8.806784058E2
1.535491930E3,8.806708984E2
1.535591930E3,8.806641846E2
1.535691930E3,8.806580811E2
1.535791930E3,8.806473389E2
1.535891930E3,8.806421509E2
1.535991930E3,8.806371460E2
1.536091930E3,8.806323242E2
1.536191930E3,8.806235962E2
1.536291930E3,8.806195068E2
1.536391930E3,8.806157837E2
1.536491930E3,8.806118774E2
1.536591930E3,8.806035767E2
1.536691930E3,8.805993652E2
1.536791930E3,8.805948486E2
1.536891930E3,8.805905762E2
1.536991930E3,8.805829468E2
1.537091930E3,8.805793457E2
1.537191930E3,8.805759277E2
1.537291930E3,8.805725098E2
1.537391930E3,8.805659180E2
1.537491930E3,8.805631104E2
1.537591930E3,8.805604248E2
1.537691930E3,8.805576172E2
1.537791930E3,8.805552979E2
1.537891930E3,8.805507812E2
1.537991930E3,8.805485840E2
1.538091930E3,8.805465698E2
1.538191930E3,8.805446777E2
1.538291930E3,8.805407715E2
1.538391930E3,8.805388794E2
1.538491930E3,8.805368652E2
1.538591930E3,8.805344849E2
1.538691930E3,8.805299683E2
1.538791930E3,8.805273438E2
1.538891930E3,8.805243530E2
1.538991930E3,8.805212402E2
1.539091930E3,8.805142212E2
1.539191930E3,8.805106201E2
1.539291930E3,8.805070190E2
1.539391930E3,8.805034180E2
1.539491930E3,8.804965210E2
1.539591930E3,8.804931030E2
1.539691930E3,8.804895020E2
1.539791930E3,8.804855957E2
1.539891930E3,8.804772949E2
1.539991930E3,8.804730835E2
1.540091930E3,8.804685669E2
1.540191930E3,8.804640503E2
1.540291930E3,8.804548340E2
1.540391930E3,8.804501343E2
1.540491930E3,8.804451294E2
1.540591930E3,8.804401245E2
1.540691930E3,8.804291992E2
1.540791930E3,8.804229736E2
1.540891930E3,8.804162598E2
1.540991930E3,8.804088745E2
1.541091930E3,8.803938599E2
1.541191930E3,8.803864136E2
1.541291930E3,8.803790283E2
1.541391930E3,8.803717041E2
1.541491930E3,8.803565674E2
1.541591930E3,8.803490601E2
1.541691930E3,8.803413696E2
1.541791930E3,8.803340454E2
1.541891930E3,8.803195190E2
1.541991930E3,8.803125000E2
1.542091930E3,8.803051147E2
1.542191930E3,8.802976074E2
1.542291930E3,8.802826538E2
1.542391930E3,8.802751465E2
1.542491930E3,8.802676392E2
1.542591930E3,8.802601318E2
1.542691930E3,8.802448120E2
1.542791930E3,8.802368774E2
1.542891930E3,8.802280884E2
1.542991930E3,8.802193604E2
1.543091930E3,8.802009277E2
1.543191930E3,8.801915283E2
1.543291930E3,8.801823120E2
1.543391930E3,8.801730957E2
1.543491930E3,8.801641846E2
1.543591930E3,8.801463623E2
1.543691930E3,8.801374512E2
1.543791930E3,8.801284180E2
1.543891930E3,8.801192017E2
1.543991930E3,8.801007690E2
1.544091930E3,8.800916748E2
1.544191930E3,8.800826416E2
1.544291930E3,8.800739136E2
1.544391930E3,8.800568848E2
1.544491930E3,8.800490723E2
1.544591930E3,8.800416870E2
1.544691930E3,8.800344849E2
1.544791930E3,8.800209351E2
1.544891930E3,8.800139160E2
1.544991930E3,8.800067139E2
1.545091930E3,8.799995117E2
1.545191930E3,8.799849854E2
1.545291930E3,8.799777832E2
1.545391930E3,8.799705811E2
1.545491930E3,8.799631348E2
1.545591930E3,8.799468384E2
1.545691930E3,8.799375000E2
1.545791930E3,8.799274902E2
1.545891930E3,8.799168701E2
1.545991930E3,8.798942261E2
1.546091930E3,8.798818359E2
1.546191930E3,8.798695068E2
1.546291930E3,8.798572998E2
1.546391930E3,8.798320312E2
1.546491930E3,8.798210449E2
1.546591930E3,8.798106079E2
1.546691930E3,8.798007812E2
1.546791930E3,8.797826538E2
1.546891930E3,8.797746582E2
1.546991930E3,8.797668457E2
1.547091930E3,8.797593384E2
1.547191930E3,8.797446899E2
1.547291930E3,8.797366943E2
1.547391930E3,8.797290649E2
1.547491930E3,8.797212524E2
1.547591930E3,8.797070312E2
1.547691930E3,8.797009277E2
1.547791930E3,8.796951294E2
1.547891930E3,8.796896973E2
1.547991930E3,8.796791992E2
1.548091930E3,8.796738892E2
1.548191930E3,8.796685791E2
1.548291930E3,8.796630859E2
1.548391930E3,8.796513672E2
1.548491930E3,8.796452637E2
1.548591930E3,8.796389160E2
1.548691930E3,8.796325073E2
1.548791930E3,8.796188965E2
1.548891930E3,8.796115723E2
1.548991930E3,8.796040649E2
1.549091930E3,8.795959473E2
1.549191930E3,8.795793457E2
1.549291930E3,8.795707397E2
1.549391930E3,8.795618286E2
1.549491930E3,8.795529785E2
1.549591930E3,8.795435791E2
1.549691930E3,8.795259399E2
1.549791930E3,8.795174561E2
1.549891930E3,8.795093384E2
1.549991930E3,8.795014038E2
1.550091930E3,8.794876099E2
1.550191930E3,8.794810791E2
1.550291930E3,8.794751587E2
1.550391930E3,8.794693604E2
1.550491930E3,8.794581299E2
1.550591930E3,8.794528198E2
1.550691930E3,8.794473267E2
1.550791930E3,8.794420166E2
1.550891930E3,8.794306030E2
1.550991930E3,8.794246826E2
1.551091930E3,8.794187012E2
1.551191930E3,8.794127808E2
1.551291930E3,8.793995361E2
1.551391930E3,8.793929443E2
1.551491930E3,8.793859253E2
1.551591930E3,8.793786011E2
1.551691930E3,8.793629761E2
1.551791930E3,8.793547974E2
1.551891930E3,8.793466797E2
1.551991930E3,8.793384399E2
1.552091930E3,8.793209229E2
1.552191930E3,8.793115234E2
1.552291930E3,8.793020020E2
1.552391930E3,8.792919922E2
1.552491930E3,8.792715454E2
1.552591930E3,8.792615356E2
1.552691930E3,8.792517090E2
1.552791930E3,8.792420044E2
1.552891930E3,8.792238770E2
1.552991930E3,8.792155762E2
1.553091930E3,8.792076416E2
1.553191930E3,8.792001343E2
1.553291930E3,8.791857910E2
1.553391930E3,8.791784058E2
1.553491930E3,8.791712036E2
1.553591930E3,8.791641846E2
1.553691930E3,8.791506348E2
1.553791930E3,8.791437378E2
1.553891930E3,8.791364136E2
1.553991930E3,8.791286011E2
1.554091930E3,8.791127930E2
1.554191930E3,8.791046753E2
1.554291930E3,8.790966797E2
1.554391930E3,8.790885620E2
1.554491930E3,8.790718384E2
1.554591930E3,8.790632324E2
1.554691930E3,8.790546875E2
1.554791930E3,8.790458984E2
1.554891930E3,8.790273438E2
1.554991930E3,8.790176392E2
1.555091930E3,8.790078125E2
1.555191930E3,8.789976196E2
1.555291930E3,8.789763794E2
1.555391930E3,8.789657593E2
1.555491930E3,8.789548340E2
1.555591930E3,8.789415283E2
1.555691930E3,8.789299927E2
1.555791930E3,8.789066772E2
1.555891930E3,8.788949585E2
1.555991930E3,8.788834229E2
1.556091930E3,8.788718262E2
1.556191930E3,8.788494873E2
1.556291930E3,8.788387451E2
1.556391930E3,8.788285522E2
1.556491930E3,8.788187256E2
1.556591930E3,8.787999878E2
1.556691930E3,8.787912598E2
1.556791930E3,8.787829590E2
1.556891930E3,8.787743530E2
1.556991930E3,8.787571411E2
1.557091930E3,8.787479248E2
1.557191930E3,8.787376099E2
1.557291930E3,8.787272949E2
1.557391930E3,8.787054443E2
1.557491930E3,8.786943359E2
1.557591930E3,8.786831055E2
1.557691930E3,8.786713867E2
1.557791930E3,8.786473389E2
1.557891930E3,8.786353149E2
1.557991930E3,8.786232910E2
1.558091930E3,8.786116943E2
1.558191930E3,8.785896606E2
1.558291930E3,8.785788574E2
1.558391930E3,8.785692139E2
1.558491930E3,8.785596924E2
1.558591930E3,8.785407715E2
1.558691930E3,8.785319824E2
1.558791930E3,8.785234375E2
1.558891930E3,8.785154419E2
1.558991930E3,8.785007324E2
1.559091930E3,8.784942017E2
1.559191930E3,8.784885864E2
1.559291930E3,8.784832764E2
1.559391930E3,8.784727783E2
1.559491930E3,8.784673462E2
1.559591930E3,8.784613647E2
1.559691930E3,8.784551392E2
1.559791930E3,8.784420166E2
1.559891930E3,8.784351196E2
1.559991930E3,8.784274902E2
1.560091930E3,8.784194946E2
1.560191930E3,8.784026489E2
1.560291930E3,8.783942261E2
1.560391930E3,8.783857422E2
1.560491930E3,8.783773193E2
1.560591930E3,8.783601074E2
1.560691930E3,8.783510742E2
1.560791930E3,8.783412476E2
1.560891930E3,8.783312378E2
1.560991930E3,8.783104248E2
1.561091930E3,8.782998047E2
1.561191930E3,8.782883911E2
1.561291930E3,8.782766724E2
1.561391930E3,8.782521973E2
1.561491930E3,8.782393799E2
1.561591930E3,8.782263794E2
1.561691930E3,8.782134399E2
1.561791930E3,8.782003174E2
1.561891930E3,8.781741943E2
1.561991930E3,8.781615601E2
1.562091930E3,8.781490479E2
1.562191930E3,8.781368408E2
1.562291930E3,8.781126099E2
1.562391930E3,8.781005859E2
1.562491930E3,8.780885620E2
1.562591930E3,8.780767212E2
1.562691930E3,8.780531006E2
1.562791930E3,8.780412598E2
1.562891930E3,8.780287476E2
1.562991930E3,8.780151367E2
1.563091930E3,8.779835815E2
1.563191930E3,8.779634399E2
1.563291930E3,8.779418335E2
1.563391930E3,8.779193726E2
1.563491930E3,8.778728027E2
1.563591930E3,8.778490601E2
1.563691930E3,8.778254395E2
1.563791930E3,8.778016968E2
1.563891930E3,8.777545166E2
1.563991930E3,8.777318726E2
1.564091930E3,8.777098389E2
1.564191930E3,8.776887207E2
1.564291930E3,8.776493530E2
1.564391930E3,8.776321411E2
1.564491930E3,8.776159058E2
1.564591930E3,8.776004639E2
1.564691930E3,8.775718384E2
1.564791930E3,8.775592041E2
1.564891930E3,8.775474854E2
1.564991930E3,8.775365601E2
1.565091930E3,8.775154419E2
1.565191930E3,8.775071411E2
1.565291930E3,8.774995117E2
1.565391930E3,8.774923096E2
1.565491930E3,8.774794922E2
1.565591930E3,8.774735718E2
1.565691930E3,8.774677734E2
1.565791930E3,8.774620361E2
1.565891930E3,8.774517212E2
1.565991930E3,8.774473267E2
1.566091930E3,8.774434204E2
1.566191930E3,8.774400024E2
1.566291930E3,8.774342041E2
1.566391930E3,8.774318848E2
1.566491930E3,8.774293823E2
1.566591930E3,8.774268799E2
1.566691930E3,8.774208984E2
1.566791930E3,8.774176636E2
1.566891930E3,8.774144897E2
1.566991930E3,8.774118652E2
1.567091930E3,8.774102783E2
1.567191930E3,8.774116821E2
1.567291930E3,8.774137573E2
1.567391930E3,8.774163818E2
1.567491930E3,8.774238892E2
1.567591930E3,8.774285889E2
1.567691930E3,8.774335938E2
1.567791930E3,8.774389038E2
1.567891930E3,8.774445190E2
1.567991930E3,8.774562378E2
1.568091930E3,8.774616699E2
1.568191930E3,8.774666748E2
1.568291930E3,8.774709473E2
1.568391930E3,8.774744873E2
1.568491930E3,8.774746704E2
1.568591930E3,8.774735718E2
1.568691930E3,8.774716797E2
1.568791930E3,8.774632568E2
1.568891930E3,8.774581299E2
1.568991930E3,8.774520264E2
1.569091930E3,8.774450073E2
1.569191930E3,8.774270020E2
1.569291930E3,8.774166870E2
1.569391930E3,8.774057617E2
1.569491930E3,8.773938599E2
1.569591930E3,8.773673096E2
1.569691930E3,8.773535767E2
1.569791930E3,8.773396606E2
1.569891930E3,8.773257446E2
1.569991930E3,8.772965698E2
1.570091930E3,8.772813721E2
1.570191930E3,8.772660522E2
1.570291930E3,8.772506104E2
1.570391930E3,8.772184448E2
1.570491930E3,8.772020264E2
1.570591930E3,8.771851196E2
1.570691930E3,8.771679688E2
1.570791930E3,8.771326294E2
1.570891930E3,8.771148071E2
1.570991930E3,8.770971680E2
1.571091930E3,8.770796509E2
1.571191930E3,8.770476074E2
1.571291930E3,8.770323486E2
1.571391930E3,8.770176392E2
1.571491930E3,8.770032349E2
1.571591930E3,8.769757690E2
1.571691930E3,8.769623413E2
1.571791930E3,8.769489136E2
1.571891930E3,8.769356079E2
1.571991930E3,8.769090576E2
1.572091930E3,8.768959351E2
1.572191930E3,8.768831177E2
1.572291930E3,8.768706055E2
1.572391930E3,8.768482666E2
1.572491930E3,8.768379517E2
1.572591930E3,8.768282471E2
1.572691930E3,8.768182373E2
1.572791930E3,8.768029785E2
1.572891930E3,8.767960815E2
1.572991930E3,8.767893677E2
1.573091930E3,8.767829590E2
1.573191930E3,8.767766724E2
1.573291930E3,8.767634277E2
1.573391930E3,8.767564087E2
1.573491930E3,8.767492065E2
1.573591930E3,8.767418823E2
1.573691930E3,8.767260742E2
1.573791930E3,8.767179565E2
1.573891930E3,8.767090454E2
1.573991930E3,8.766996460E2
1.574091930E3,8.766798096E2
1.574191930E3,8.766696777E2
1.574291930E3,8.766588745E2
1.574391930E3,8.766479492E2
1.574491930E3,8.766259155E2
1.574591930E3,8.766149902E2
1.574691930E3,8.766037598E2
1.574791930E3,8.765924683E2
1.574891930E3,8.765690308E2
1.574991930E3,8.765565186E2
1.575091930E3,8.765430908E2
1.575191930E3,8.765296631E2
1.575291930E3,8.765025024E2
1.575391930E3,8.764890137E2
1.575491930E3,8.764760742E2
1.575591930E3,8.764632568E2
1.575691930E3,8.764378052E2
1.575791930E3,8.764252930E2
1.575891930E3,8.764129639E2
1.575991930E3,8.764007568E2
1.576091930E3,8.763767090E2
1.576191930E3,8.763651123E2
1.576291930E3,8.763532715E2
1.576391930E3,8.763415527E2
1.576491930E3,8.763167114E2
1.576591930E3,8.763035889E2
1.576691930E3,8.762897949E2
1.576791930E3,8.762759399E2
1.576891930E3,8.762482910E2
1.576991930E3,8.762344971E2
1.577091930E3,8.762209473E2
1.577191930E3,8.762074585E2
1.577291930E3,8.761810913E2
1.577391930E3,8.761680908E2
1.577491930E3,8.761554565E2
1.577591930E3,8.761431274E2
1.577691930E3,8.761181030E2
1.577791930E3,8.761057739E2
1.577891930E3,8.760934448E2
1.577991930E3,8.760810547E2
1.578091930E3,8.760565186E2
1.578191930E3,8.760444946E2
1.578291930E3,8.760327759E2
1.578391930E3,8.760210571E2
1.578491930E3,8.759984131E2
1.578591930E3,8.759868774E2
1.578691930E3,8.759751587E2
1.578791930E3,8.759634399E2
1.578891930E3,8.759398193E2
1.578991930E3,8.759281006E2
1.579091930E3,8.759165649E2
1.579191930E3,8.759049683E2
1.579291930E3,8.758934326E2
1.579391930E3,8.758703003E2
1.579491930E3,8.758585815E2
1.579591930E3,8.758468628E2
1.579691930E3,8.758352661E2
1.579791930E3,8.758117065E2
1.579891930E3,8.758002930E2
1.579991930E3,8.757890625E2
1.580091930E3,8.757779541E2
1.580191930E3,8.757567139E2
1.580291930E3,8.757465210E2
1.580391930E3,8.757365723E2
1.580491930E3,8.757266846E2
1.580591930E3,8.757060547E2
1.580691930E3,8.756970215E2
1.580791930E3,8.756878052E2
1.580891930E3,8.756788940E2
1.580991930E3,8.756601562E2
1.581091930E3,8.756498413E2
1.581191930E3,8.756392212E2
1.581291930E3,8.756281128E2
1.581391930E3,8.756054688E2
1.581491930E3,8.755940552E2
1.581591930E3,8.755827637E2
1.581691930E3,8.755714111E2
1.581791930E3,8.755490723E2
1.581891930E3,8.755379639E2
1.581991930E3,8.755268555E2
1.582091930E3,8.755159302E2
1.582191930E3,8.754923096E2
1.582291930E3,8.754793701E2
1.582391930E3,8.754654541E2
1.582491930E3,8.754506226E2
1.582591930E3,8.754183960E2
1.582691930E3,8.754013672E2
1.582791930E3,8.753846436E2
1.582891930E3,8.753685913E2
1.582991930E3,8.753399658E2
1.583091930E3,8.753276367E2
1.583191930E3,8.753161011E2
1.583291930E3,8.753052979E2
1.583391930E3,8.752857666E2
1.583491930E3,8.752771606E2
1.583591930E3,8.752692261E2
1.583691930E3,8.752612305E2
1.583791930E3,8.752456055E2
1.583891930E3,8.752373047E2
1.583991930E3,8.752288818E2
1.584091930E3,8.752199707E2
1.584191930E3,8.752015381E2
1.584291930E3,8.751920166E2
1.584391930E3,8.751823120E2
1.584491930E3,8.751724854E2
1.584591930E3,8.751523438E2
1.584691930E3,8.751418457E2
1.584791930E3,8.751312256E2
1.584891930E3,8.751206055E2
1.584991930E3,8.751093750E2
1.585091930E3,8.750852661E2
1.585191930E3,8.750726318E2
1.585291930E3,8.750595093E2
1.585391930E3,8.750458984E2
1.585491930E3,8.750159302E2
1.585591930E3,8.750001221E2
1.585691930E3,8.749837036E2
1.585791930E3,8.749671631E2
1.585891930E3,8.749337158E2
1.585991930E3,8.749168701E2
1.586091930E3,8.749004517E2
1.586191930E3,8.748839111E2
1.586291930E3,8.748515625E2
1.586391930E3,8.748354492E2
1.586491930E3,8.748190308E2
1.586591930E3,8.748021851E2
1.586691930E3,8.747653198E2
1.586791930E3,8.747459106E2
1.586891930E3,8.747257690E2
1.586991930E3,8.747053223E2
1.587091930E3,8.746635742E2
1.587191930E3,8.746429443E2
1.587291930E3,8.746226196E2
1.587391930E3,8.746026611E2
1.587491930E3,8.745651245E2
1.587591930E3,8.745471802E2
1.587691930E3,8.745298462E2
1.587791930E3,8.745131226E2
