catalogue_id,Length,Width,Height,Weight_Limit
9379,195,145,85,675
9380,195,145,85,725
9381,195,145,85,775
9382,195,145,85,825
9383,195,145,85,875
9384,195,145,85,925
9385,195,145,85,975
9386,195,145,95,75
9387,195,145,95,125
9388,195,145,95,175
9389,195,145,95,225
9390,195,145,95,275
9391,195,145,95,325
9392,195,145,95,375
9393,195,145,95,425
9394,195,145,95,475
9395,195,145,95,525
9396,195,145,95,575
9397,195,145,95,625
9398,195,145,95,675
9399,195,145,95,725
9400,195,145,95,775
9401,195,145,95,825
9402,195,145,95,875
9403,195,145,95,925
9404,195,145,95,975
9405,195,145,105,75
9406,195,145,105,125
9407,195,145,105,175
9408,195,145,105,225
9409,195,145,105,275
9410,195,145,105,325
9411,195,145,105,375
9412,195,145,105,425
9413,195,145,105,475
9414,195,145,105,525
9415,195,145,105,575
9416,195,145,105,625
9417,195,145,105,675
9418,195,145,105,725
9419,195,145,105,775
9420,195,145,105,825
9421,195,145,105,875
9422,195,145,105,925
9423,195,145,105,975
9424,195,145,115,75
9425,195,145,115,125
9426,195,145,115,175
9427,195,145,115,225
9428,195,145,115,275
9429,195,145,115,325
9430,195,145,115,375
9431,195,145,115,425
9432,195,145,115,475
9433,195,145,115,525
9434,195,145,115,575
9435,195,145,115,625
9436,195,145,115,675
9437,195,145,115,725
9438,195,145,115,775
9439,195,145,115,825
9440,195,145,115,875
9441,195,145,115,925
9442,195,145,115,975
9443,195,145,125,75
9444,195,145,125,125
9445,195,145,125,175
9446,195,145,125,225
9447,195,145,125,275
9448,195,145,125,325
9449,195,145,125,375
9450,195,145,125,425
9451,195,145,125,475
9452,195,145,125,525
9453,195,145,125,575
9454,195,145,125,625
9455,195,145,125,675
9456,195,145,125,725
9457,195,145,125,775
9458,195,145,125,825
9459,195,145,125,875
9460,195,145,125,925
9461,195,145,125,975
9462,195,145,135,75
9463,195,145,135,125
9464,195,145,135,175
9465,195,145,135,225
9466,195,145,135,275
9467,195,145,135,325
9468,195,145,135,375
9469,195,145,135,425
9470,195,145,135,475
9471,195,145,135,525
9472,195,145,135,575
9473,195,145,135,625
9474,195,145,135,675
9475,195,145,135,725
9476,195,145,135,775
9477,195,145,135,825
9478,195,145,135,875
9479,195,145,135,925
9480,195,145,135,975
9481,195,145,145,75
9482,195,145,145,125
9483,195,145,145,175
9484,195,145,145,225
9485,195,145,145,275
9486,195,145,145,325
9487,195,145,145,375
9488,195,145,145,425
9489,195,145,145,475
9490,195,145,145,525
9491,195,145,145,575
9492,195,145,145,625
9493,195,145,145,675
9494,195,145,145,725
9495,195,145,145,775
9496,195,145,145,825
9497,195,145,145,875
9498,195,145,145,925
9499,195,145,145,975
9500,195,155,65,75
9501,195,155,65,125
9502,195,155,65,175
9503,195,155,65,225
9504,195,155,65,275
9505,195,155,65,325
9506,195,155,65,375
9507,195,155,65,425
9508,195,155,65,475
9509,195,155,65,525
9510,195,155,65,575
9511,195,155,65,625
9512,195,155,65,675
9513,195,155,65,725
9514,195,155,65,775
9515,195,155,65,825
9516,195,155,65,875
9517,195,155,65,925
9518,195,155,65,975
9519,195,155,75,75
9520,195,155,75,125
9521,195,155,75,175
9522,195,155,75,225
9523,195,155,75,275
9524,195,155,75,325
9525,195,155,75,375
9526,195,155,75,425
9527,195,155,75,475
9528,195,155,75,525
9529,195,155,75,575
9530,195,155,75,625
9531,195,155,75,675
9532,195,155,75,725
9533,195,155,75,775
9534,195,155,75,825
9535,195,155,75,875
9536,195,155,75,925
9537,195,155,75,975
9538,195,155,85,75
9539,195,155,85,125
9540,195,155,85,175
9541,195,155,85,225
9542,195,155,85,275
9543,195,155,85,325
9544,195,155,85,375
9545,195,155,85,425
9546,195,155,85,475
9547,195,155,85,525
9548,195,155,85,575
9549,195,155,85,625
9550,195,155,85,675
9551,195,155,85,725
9552,195,155,85,775
9553,195,155,85,825
9554,195,155,85,875
9555,195,155,85,925
9556,195,155,85,975
9557,195,155,95,75
9558,195,155,95,125
9559,195,155,95,175
9560,195,155,95,225
9561,195,155,95,275
9562,195,155,95,325
9563,195,155,95,375
9564,195,155,95,425
9565,195,155,95,475
9566,195,155,95,525
9567,195,155,95,575
9568,195,155,95,625
9569,195,155,95,675
9570,195,155,95,725
9571,195,155,95,775
9572,195,155,95,825
9573,195,155,95,875
9574,195,155,95,925
9575,195,155,95,975
9576,195,155,105,75
9577,195,155,105,125
9578,195,155,105,175
9579,195,155,105,225
9580,195,155,105,275
9581,195,155,105,325
9582,195,155,105,375
9583,195,155,105,425
9584,195,155,105,475
9585,195,155,105,525
9586,195,155,105,575
9587,195,155,105,625
9588,195,155,105,675
9589,195,155,105,725
9590,195,155,105,775
9591,195,155,105,825
9592,195,155,105,875
9593,195,155,105,925
9594,195,155,105,975
9595,195,155,115,75
9596,195,155,115,125
9597,195,155,115,175
9598,195,155,115,225
9599,195,155,115,275
9600,195,155,115,325
9601,195,155,115,375
9602,195,155,115,425
9603,195,155,115,475
9604,195,155,115,525
9605,195,155,115,575
9606,195,155,115,625
9607,195,155,115,675
9608,195,155,115,725
9609,195,155,115,775
9610,195,155,115,825
9611,195,155,115,875
9612,195,155,115,925
9613,195,155,115,975
9614,195,155,125,75
9615,195,155,125,125
9616,195,155,125,175
9617,195,155,125,225
9618,195,155,125,275
9619,195,155,125,325
9620,195,155,125,375
9621,195,155,125,425
9622,195,155,125,475
9623,195,155,125,525
9624,195,155,125,575
9625,195,155,125,625
9626,195,155,125,675
9627,195,155,125,725
9628,195,155,125,775
9629,195,155,125,825
9630,195,155,125,875
9631,195,155,125,925
9632,195,155,125,975
9633,195,155,135,75
9634,195,155,135,125
9635,195,155,135,175
9636,195,155,135,225
9637,195,155,135,275
9638,195,155,135,325
9639,195,155,135,375
9640,195,155,135,425
9641,195,155,135,475
9642,195,155,135,525
9643,195,155,135,575
9644,195,155,135,625
9645,195,155,135,675
9646,195,155,135,725
9647,195,155,135,775
9648,195,155,135,825
9649,195,155,135,875
9650,195,155,135,925
9651,195,155,135,975
9652,195,155,145,75
9653,195,155,145,125
9654,195,155,145,175
9655,195,155,145,225
9656,195,155,145,275
9657,195,155,145,325
9658,195,155,145,375
9659,195,155,145,425
9660,195,155,145,475
9661,195,155,145,525
9662,195,155,145,575
9663,195,155,145,625
9664,195,155,145,675
9665,195,155,145,725
9666,195,155,145,775
9667,195,155,145,825
9668,195,155,145,875
9669,195,155,145,925
9670,195,155,145,975
9671,195,155,155,75
9672,195,155,155,125
9673,195,155,155,175
9674,195,155,155,225
9675,195,155,155,275
9676,195,155,155,325
9677,195,155,155,375
9678,195,155,155,425
9679,195,155,155,475
9680,195,155,155,525
9681,195,155,155,575
9682,195,155,155,625
9683,195,155,155,675
9684,195,155,155,725
9685,195,155,155,775
9686,195,155,155,825
9687,195,155,155,875
9688,195,155,155,925
9689,195,155,155,975
9690,195,165,65,75
9691,195,165,65,125
9692,195,165,65,175
9693,195,165,65,225
9694,195,165,65,275
9695,195,165,65,325
9696,195,165,65,375
9697,195,165,65,425
9698,195,165,65,475
9699,195,165,65,525
9700,195,165,65,575
9701,195,165,65,625
9702,195,165,65,675
9703,195,165,65,725
9704,195,165,65,775
9705,195,165,65,825
9706,195,165,65,875
9707,195,165,65,925
9708,195,165,65,975
9709,195,165,75,75
9710,195,165,75,125
9711,195,165,75,175
9712,195,165,75,225
9713,195,165,75,275
9714,195,165,75,325
9715,195,165,75,375
9716,195,165,75,425
9717,195,165,75,475
9718,195,165,75,525
9719,195,165,75,575
9720,195,165,75,625
9721,195,165,75,675
9722,195,165,75,725
9723,195,165,75,775
9724,195,165,75,825
9725,195,165,75,875
9726,195,165,75,925
9727,195,165,75,975
9728,195,165,85,75
9729,195,165,85,125
9730,195,165,85,175
9731,195,165,85,225
9732,195,165,85,275
9733,195,165,85,325
9734,195,165,85,375
9735,195,165,85,425
9736,195,165,85,475
9737,195,165,85,525
9738,195,165,85,575
9739,195,165,85,625
9740,195,165,85,675
9741,195,165,85,725
9742,195,165,85,775
9743,195,165,85,825
9744,195,165,85,875
9745,195,165,85,925
9746,195,165,85,975
9747,195,165,95,75
9748,195,165,95,125
9749,195,165,95,175
9750,195,165,95,225
9751,195,165,95,275
9752,195,165,95,325
9753,195,165,95,375
9754,195,165,95,425
9755,195,165,95,475
9756,195,165,95,525
9757,195,165,95,575
9758,195,165,95,625
9759,195,165,95,675
9760,195,165,95,725
9761,195,165,95,775
9762,195,165,95,825
9763,195,165,95,875
9764,195,165,95,925
9765,195,165,95,975
9766,195,165,105,75
9767,195,165,105,125
9768,195,165,105,175
9769,195,165,105,225
9770,195,165,105,275
9771,195,165,105,325
9772,195,165,105,375
9773,195,165,105,425
9774,195,165,105,475
9775,195,165,105,525
9776,195,165,105,575
9777,195,165,105,625
9778,195,165,105,675
9779,195,165,105,725
9780,195,165,105,775
9781,195,165,105,825
9782,195,165,105,875
9783,195,165,105,925
9784,195,165,105,975
9785,195,165,115,75
9786,195,165,115,125
9787,195,165,115,175
9788,195,165,115,225
9789,195,165,115,275
9790,195,165,115,325
9791,195,165,115,375
9792,195,165,115,425
9793,195,165,115,475
9794,195,165,115,525
9795,195,165,115,575
9796,195,165,115,625
9797,195,165,115,675
9798,195,165,115,725
9799,195,165,115,775
9800,195,165,115,825
9801,195,165,115,875
9802,195,165,115,925
9803,195,165,115,975
9804,195,165,125,75
9805,195,165,125,125
9806,195,165,125,175
9807,195,165,125,225
9808,195,165,125,275
9809,195,165,125,325
9810,195,165,125,375
9811,195,165,125,425
9812,195,165,125,475
9813,195,165,125,525
9814,195,165,125,575
9815,195,165,125,625
9816,195,165,125,675
9817,195,165,125,725
9818,195,165,125,775
9819,195,165,125,825
9820,195,165,125,875
9821,195,165,125,925
9822,195,165,125,975
9823,195,165,135,75
9824,195,165,135,125
9825,195,165,135,175
9826,195,165,135,225
9827,195,165,135,275
9828,195,165,135,325
9829,195,165,135,375
9830,195,165,135,425
9831,195,165,135,475
9832,195,165,135,525
9833,195,165,135,575
9834,195,165,135,625
9835,195,165,135,675
9836,195,165,135,725
9837,195,165,135,775
9838,195,165,135,825
9839,195,165,135,875
9840,195,165,135,925
9841,195,165,135,975
9842,195,165,145,75
9843,195,165,145,125
9844,195,165,145,175
9845,195,165,145,225
9846,195,165,145,275
9847,195,165,145,325
9848,195,165,145,375
9849,195,165,145,425
9850,195,165,145,475
9851,195,165,145,525
9852,195,165,145,575
9853,195,165,145,625
9854,195,165,145,675
9855,195,165,145,725
9856,195,165,145,775
9857,195,165,145,825
9858,195,165,145,875
9859,195,165,145,925
9860,195,165,145,975
9861,195,165,155,75
9862,195,165,155,125
9863,195,165,155,175
9864,195,165,155,225
9865,195,165,155,275
9866,195,165,155,325
9867,195,165,155,375
9868,195,165,155,425
9869,195,165,155,475
9870,195,165,155,525
9871,195,165,155,575
9872,195,165,155,625
9873,195,165,155,675
9874,195,165,155,725
9875,195,165,155,775
9876,195,165,155,825
9877,195,165,155,875
9878,195,165,155,925
9879,195,165,155,975
9880,195,165,165,75
9881,195,165,165,125
9882,195,165,165,175
9883,195,165,165,225
9884,195,165,165,275
9885,195,165,165,325
9886,195,165,165,375
9887,195,165,165,425
9888,195,165,165,475
9889,195,165,165,525
9890,195,165,165,575
9891,195,165,165,625
9892,195,165,165,675
9893,195,165,165,725
9894,195,165,165,775
9895,195,165,165,825
9896,195,165,165,875
9897,195,165,165,925
9898,195,165,165,975
9899,195,175,65,75
9900,195,175,65,125
9901,195,175,65,175
9902,195,175,65,225
9903,195,175,65,275
9904,195,175,65,325
9905,195,175,65,375
9906,195,175,65,425
9907,195,175,65,475
9908,195,175,65,525
9909,195,175,65,575
9910,195,175,65,625
9911,195,175,65,675
9912,195,175,65,725
9913,195,175,65,775
9914,195,175,65,825
9915,195,175,65,875
9916,195,175,65,925
9917,195,175,65,975
9918,195,175,75,75
9919,195,175,75,125
9920,195,175,75,175
9921,195,175,75,225
9922,195,175,75,275
9923,195,175,75,325
9924,195,175,75,375
9925,195,175,75,425
9926,195,175,75,475
9927,195,175,75,525
9928,195,175,75,575
9929,195,175,75,625
9930,195,175,75,675
9931,195,175,75,725
9932,195,175,75,775
9933,195,175,75,825
9934,195,175,75,875
9935,195,175,75,925
9936,195,175,75,975
9937,195,175,85,75
9938,195,175,85,125
9939,195,175,85,175
9940,195,175,85,225
9941,195,175,85,275
9942,195,175,85,325
9943,195,175,85,375
9944,195,175,85,425
9945,195,175,85,475
9946,195,175,85,525
9947,195,175,85,575
9948,195,175,85,625
9949,195,175,85,675
9950,195,175,85,725
9951,195,175,85,775
9952,195,175,85,825
9953,195,175,85,875
9954,195,175,85,925
9955,195,175,85,975
9956,195,175,95,75
9957,195,175,95,125
9958,195,175,95,175
9959,195,175,95,225
9960,195,175,95,275
9961,195,175,95,325
9962,195,175,95,375
9963,195,175,95,425
9964,195,175,95,475
9965,195,175,95,525
9966,195,175,95,575
9967,195,175,95,625
9968,195,175,95,675
9969,195,175,95,725
9970,195,175,95,775
9971,195,175,95,825
9972,195,175,95,875
9973,195,175,95,925
9974,195,175,95,975
9975,195,175,105,75
9976,195,175,105,125
9977,195,175,105,175
9978,195,175,105,225
9979,195,175,105,275
9980,195,175,105,325
9981,195,175,105,375
9982,195,175,105,425
9983,195,175,105,475
9984,195,175,105,525
9985,195,175,105,575
9986,195,175,105,625
9987,195,175,105,675
9988,195,175,105,725
9989,195,175,105,775
9990,195,175,105,825
9991,195,175,105,875
9992,195,175,105,925
9993,195,175,105,975
9994,195,175,115,75
9995,195,175,115,125
9996,195,175,115,175
9997,195,175,115,225
9998,195,175,115,275
9999,195,175,115,325
10000,195,175,115,375
10001,195,175,115,425
10002,195,175,115,475
10003,195,175,115,525
10004,195,175,115,575
10005,195,175,115,625
10006,195,175,115,675
10007,195,175,115,725
10008,195,175,115,775
10009,195,175,115,825
10010,195,175,115,875
10011,195,175,115,925
10012,195,175,115,975
10013,195,175,125,75
10014,195,175,125,125
10015,195,175,125,175
10016,195,175,125,225
10017,195,175,125,275
10018,195,175,125,325
10019,195,175,125,375
10020,195,175,125,425
10021,195,175,125,475
10022,195,175,125,525
10023,195,175,125,575
10024,195,175,125,625
10025,195,175,125,675
10026,195,175,125,725
10027,195,175,125,775
10028,195,175,125,825
10029,195,175,125,875
10030,195,175,125,925
10031,195,175,125,975
10032,195,175,135,75
10033,195,175,135,125
10034,195,175,135,175
10035,195,175,135,225
10036,195,175,135,275
10037,195,175,135,325
10038,195,175,135,375
10039,195,175,135,425
10040,195,175,135,475
10041,195,175,135,525
10042,195,175,135,575
10043,195,175,135,625
10044,195,175,135,675
10045,195,175,135,725
10046,195,175,135,775
10047,195,175,135,825
10048,195,175,135,875
10049,195,175,135,925
10050,195,175,135,975
10051,195,175,145,75
10052,195,175,145,125
10053,195,175,145,175
10054,195,175,145,225
10055,195,175,145,275
10056,195,175,145,325
10057,195,175,145,375
10058,195,175,145,425
10059,195,175,145,475
10060,195,175,145,525
10061,195,175,145,575
10062,195,175,145,625
10063,195,175,145,675
10064,195,175,145,725
10065,195,175,145,775
10066,195,175,145,825
10067,195,175,145,875
10068,195,175,145,925
10069,195,175,145,975
10070,195,175,155,75
10071,195,175,155,125
10072,195,175,155,175
10073,195,175,155,225
10074,195,175,155,275
10075,195,175,155,325
10076,195,175,155,375
10077,195,175,155,425
10078,195,175,155,475
10079,195,175,155,525
10080,195,175,155,575
10081,195,175,155,625
10082,195,175,155,675
10083,195,175,155,725
10084,195,175,155,775
10085,195,175,155,825
10086,195,175,155,875
10087,195,175,155,925
10088,195,175,155,975
10089,195,175,165,75
10090,195,175,165,125
10091,195,175,165,175
10092,195,175,165,225
10093,195,175,165,275
10094,195,175,165,325
10095,195,175,165,375
10096,195,175,165,425
10097,195,175,165,475
10098,195,175,165,525
10099,195,175,165,575
10100,195,175,165,625
10101,195,175,165,675
10102,195,175,165,725
10103,195,175,165,775
10104,195,175,165,825
10105,195,175,165,875
10106,195,175,165,925
10107,195,175,165,975
10108,195,175,175,75
10109,195,175,175,125
10110,195,175,175,175
10111,195,175,175,225
10112,195,175,175,275
10113,195,175,175,325
10114,195,175,175,375
10115,195,175,175,425
10116,195,175,175,475
10117,195,175,175,525
10118,195,175,175,575
10119,195,175,175,625
10120,195,175,175,675
10121,195,175,175,725
10122,195,175,175,775
10123,195,175,175,825
10124,195,175,175,875
10125,195,175,175,925
10126,195,175,175,975
10127,195,185,65,75
10128,195,185,65,125
10129,195,185,65,175
10130,195,185,65,225
10131,195,185,65,275
10132,195,185,65,325
10133,195,185,65,375
10134,195,185,65,425
10135,195,185,65,475
10136,195,185,65,525
10137,195,185,65,575
10138,195,185,65,625
10139,195,185,65,675
10140,195,185,65,725
10141,195,185,65,775
10142,195,185,65,825
10143,195,185,65,875
10144,195,185,65,925
10145,195,185,65,975
10146,195,185,75,75
10147,195,185,75,125
10148,195,185,75,175
10149,195,185,75,225
10150,195,185,75,275
10151,195,185,75,325
10152,195,185,75,375
10153,195,185,75,425
10154,195,185,75,475
10155,195,185,75,525
10156,195,185,75,575
10157,195,185,75,625
10158,195,185,75,675
10159,195,185,75,725
10160,195,185,75,775
10161,195,185,75,825
10162,195,185,75,875
10163,195,185,75,925
10164,195,185,75,975
10165,195,185,85,75
10166,195,185,85,125
10167,195,185,85,175
10168,195,185,85,225
10169,195,185,85,275
10170,195,185,85,325
10171,195,185,85,375
10172,195,185,85,425
10173,195,185,85,475
10174,195,185,85,525
10175,195,185,85,575
10176,195,185,85,625
10177,195,185,85,675
10178,195,185,85,725
10179,195,185,85,775
10180,195,185,85,825
10181,195,185,85,875
10182,195,185,85,925
10183,195,185,85,975
10184,195,185,95,75
10185,195,185,95,125
10186,195,185,95,175
10187,195,185,95,225
10188,195,185,95,275
10189,195,185,95,325
10190,195,185,95,375
10191,195,185,95,425
10192,195,185,95,475
10193,195,185,95,525
10194,195,185,95,575
10195,195,185,95,625
10196,195,185,95,675
10197,195,185,95,725
10198,195,185,95,775
10199,195,185,95,825
10200,195,185,95,875
10201,195,185,95,925
10202,195,185,95,975
10203,195,185,105,75
10204,195,185,105,125
10205,195,185,105,175
10206,195,185,105,225
10207,195,185,105,275
10208,195,185,105,325
10209,195,185,105,375
10210,195,185,105,425
10211,195,185,105,475
10212,195,185,105,525
10213,195,185,105,575
10214,195,185,105,625
10215,195,185,105,675
10216,195,185,105,725
10217,195,185,105,775
10218,195,185,105,825
10219,195,185,105,875
10220,195,185,105,925
10221,195,185,105,975
10222,195,185,115,75
10223,195,185,115,125
10224,195,185,115,175
10225,195,185,115,225
10226,195,185,115,275
10227,195,185,115,325
10228,195,185,115,375
10229,195,185,115,425
10230,195,185,115,475
10231,195,185,115,525
10232,195,185,115,575
10233,195,185,115,625
10234,195,185,115,675
10235,195,185,115,725
10236,195,185,115,775
10237,195,185,115,825
10238,195,185,115,875
10239,195,185,115,925
10240,195,185,115,975
10241,195,185,125,75
10242,195,185,125,125
10243,195,185,125,175
10244,195,185,125,225
10245,195,185,125,275
10246,195,185,125,325
10247,195,185,125,375
10248,195,185,125,425
10249,195,185,125,475
10250,195,185,125,525
10251,195,185,125,575
10252,195,185,125,625
10253,195,185,125,675
10254,195,185,125,725
10255,195,185,125,775
10256,195,185,125,825
10257,195,185,125,875
10258,195,185,125,925
10259,195,185,125,975
10260,195,185,135,75
10261,195,185,135,125
10262,195,185,135,175
10263,195,185,135,225
10264,195,185,135,275
10265,195,185,135,325
10266,195,185,135,375
10267,195,185,135,425
10268,195,185,135,475
10269,195,185,135,525
10270,195,185,135,575
10271,195,185,135,625
10272,195,185,135,675
10273,195,185,135,725
10274,195,185,135,775
10275,195,185,135,825
10276,195,185,135,875
10277,195,185,135,925
10278,195,185,135,975
10279,195,185,145,75
10280,195,185,145,125
10281,195,185,145,175
10282,195,185,145,225
10283,195,185,145,275
10284,195,185,145,325
10285,195,185,145,375
10286,195,185,145,425
10287,195,185,145,475
10288,195,185,145,525
10289,195,185,145,575
10290,195,185,145,625
10291,195,185,145,675
10292,195,185,145,725
10293,195,185,145,775
10294,195,185,145,825
10295,195,185,145,875
10296,195,185,145,925
10297,195,185,145,975
10298,195,185,155,75
10299,195,185,155,125
10300,195,185,155,175
10301,195,185,155,225
10302,195,185,155,275
10303,195,185,155,325
10304,195,185,155,375
10305,195,185,155,425
10306,195,185,155,475
10307,195,185,155,525
10308,195,185,155,575
10309,195,185,155,625
10310,195,185,155,675
10311,195,185,155,725
10312,195,185,155,775
10313,195,185,155,825
10314,195,185,155,875
10315,195,185,155,925
10316,195,185,155,975
10317,195,185,165,75
10318,195,185,165,125
10319,195,185,165,175
10320,195,185,165,225
10321,195,185,165,275
10322,195,185,165,325
10323,195,185,165,375
10324,195,185,165,425
10325,195,185,165,475
10326,195,185,165,525
10327,195,185,165,575
10328,195,185,165,625
10329,195,185,165,675
10330,195,185,165,725
10331,195,185,165,775
10332,195,185,165,825
10333,195,185,165,875
10334,195,185,165,925
10335,195,185,165,975
10336,195,185,175,75
10337,195,185,175,125
10338,195,185,175,175
10339,195,185,175,225
10340,195,185,175,275
10341,195,185,175,325
10342,195,185,175,375
10343,195,185,175,425
10344,195,185,175,475
10345,195,185,175,525
10346,195,185,175,575
10347,195,185,175,625
10348,195,185,175,675
10349,195,185,175,725
10350,195,185,175,775
10351,195,185,175,825
10352,195,185,175,875
10353,195,185,175,925
10354,195,185,175,975
10355,195,185,185,75
10356,195,185,185,125
10357,195,185,185,175
10358,195,185,185,225
10359,195,185,185,275
10360,195,185,185,325
10361,195,185,185,375
10362,195,185,185,425
10363,195,185,185,475
10364,195,185,185,525
10365,195,185,185,575
10366,195,185,185,625
10367,195,185,185,675
10368,195,185,185,725
10369,195,185,185,775
10370,195,185,185,825
10371,195,185,185,875
10372,195,185,185,925
10373,195,185,185,975
10374,195,195,65,75
10375,195,195,65,125
10376,195,195,65,175
10377,195,195,65,225
10378,195,195,65,275
10379,195,195,65,325
10380,195,195,65,375
10381,195,195,65,425
10382,195,195,65,475
10383,195,195,65,525
10384,195,195,65,575
10385,195,195,65,625
10386,195,195,65,675
10387,195,195,65,725
10388,195,195,65,775
10389,195,195,65,825
10390,195,195,65,875
10391,195,195,65,925
10392,195,195,65,975
10393,195,195,75,75
10394,195,195,75,125
10395,195,195,75,175
10396,195,195,75,225
10397,195,195,75,275
10398,195,195,75,325
10399,195,195,75,375
10400,195,195,75,425
10401,195,195,75,475
10402,195,195,75,525
10403,195,195,75,575
10404,195,195,75,625
10405,195,195,75,675
10406,195,195,75,725
10407,195,195,75,775
10408,195,195,75,825
10409,195,195,75,875
10410,195,195,75,925
10411,195,195,75,975
10412,195,195,85,75
10413,195,195,85,125
10414,195,195,85,175
10415,195,195,85,225
10416,195,195,85,275
10417,195,195,85,325
10418,195,195,85,375
10419,195,195,85,425
10420,195,195,85,475
10421,195,195,85,525
10422,195,195,85,575
10423,195,195,85,625
10424,195,195,85,675
10425,195,195,85,725
10426,195,195,85,775
10427,195,195,85,825
10428,195,195,85,875
10429,195,195,85,925
10430,195,195,85,975
10431,195,195,95,75
10432,195,195,95,125
10433,195,195,95,175
10434,195,195,95,225
10435,195,195,95,275
10436,195,195,95,325
10437,195,195,95,375
10438,195,195,95,425
10439,195,195,95,475
10440,195,195,95,525
10441,195,195,95,575
10442,195,195,95,625
10443,195,195,95,675
10444,195,195,95,725
10445,195,195,95,775
10446,195,195,95,825
10447,195,195,95,875
10448,195,195,95,925
10449,195,195,95,975
10450,195,195,105,75
10451,195,195,105,125
10452,195,195,105,175
10453,195,195,105,225
10454,195,195,105,275
10455,195,195,105,325
10456,195,195,105,375
10457,195,195,105,425
10458,195,195,105,475
10459,195,195,105,525
10460,195,195,105,575
10461,195,195,105,625
10462,195,195,105,675
10463,195,195,105,725
10464,195,195,105,775
10465,195,195,105,825
10466,195,195,105,875
10467,195,195,105,925
10468,195,195,105,975
10469,195,195,115,75
10470,195,195,115,125
10471,195,195,115,175
10472,195,195,115,225
10473,195,195,115,275
10474,195,195,115,325
10475,195,195,115,375
10476,195,195,115,425
10477,195,195,115,475
10478,195,195,115,525
10479,195,195,115,575
10480,195,195,115,625
10481,195,195,115,675
10482,195,195,115,725
10483,195,195,115,775
10484,195,195,115,825
10485,195,195,115,875
10486,195,195,115,925
10487,195,195,115,975
10488,195,195,125,75
10489,195,195,125,125
10490,195,195,125,175
10491,195,195,125,225
10492,195,195,125,275
10493,195,195,125,325
10494,195,195,125,375
10495,195,195,125,425
10496,195,195,125,475
10497,195,195,125,525
10498,195,195,125,575
10499,195,195,125,625
10500,195,195,125,675
10501,195,195,125,725
10502,195,195,125,775
10503,195,195,125,825
10504,195,195,125,875
10505,195,195,125,925
10506,195,195,125,975
10507,195,195,135,75
10508,195,195,135,125
10509,195,195,135,175
10510,195,195,135,225
10511,195,195,135,275
10512,195,195,135,325
10513,195,195,135,375
10514,195,195,135,425
10515,195,195,135,475
10516,195,195,135,525
10517,195,195,135,575
10518,195,195,135,625
10519,195,195,135,675
10520,195,195,135,725
10521,195,195,135,775
10522,195,195,135,825
10523,195,195,135,875
10524,195,195,135,925
10525,195,195,135,975
10526,195,195,145,75
10527,195,195,145,125
10528,195,195,145,175
10529,195,195,145,225
10530,195,195,145,275
10531,195,195,145,325
10532,195,195,145,375
10533,195,195,145,425
10534,195,195,145,475
10535,195,195,145,525
10536,195,195,145,575
10537,195,195,145,625
10538,195,195,145,675
10539,195,195,145,725
10540,195,195,145,775
10541,195,195,145,825
10542,195,195,145,875
10543,195,195,145,925
10544,195,195,145,975
10545,195,195,155,75
10546,195,195,155,125
10547,195,195,155,175
10548,195,195,155,225
10549,195,195,155,275
10550,195,195,155,325
10551,195,195,155,375
10552,195,195,155,425
10553,195,195,155,475
10554,195,195,155,525
10555,195,195,155,575
10556,195,195,155,625
10557,195,195,155,675
10558,195,195,155,725
10559,195,195,155,775
10560,195,195,155,825
10561,195,195,155,875
10562,195,195,155,925
10563,195,195,155,975
10564,195,195,165,75
10565,195,195,165,125
10566,195,195,165,175
10567,195,195,165,225
10568,195,195,165,275
10569,195,195,165,325
10570,195,195,165,375
10571,195,195,165,425
10572,195,195,165,475
10573,195,195,165,525
10574,195,195,165,575
10575,195,195,165,625
10576,195,195,165,675
10577,195,195,165,725
10578,195,195,165,775
10579,195,195,165,825
10580,195,195,165,875
10581,195,195,165,925
10582,195,195,165,975
10583,195,195,175,75
10584,195,195,175,125
10585,195,195,175,175
10586,195,195,175,225
10587,195,195,175,275
10588,195,195,175,325
10589,195,195,175,375
10590,195,195,175,425
10591,195,195,175,475
10592,195,195,175,525
10593,195,195,175,575
10594,195,195,175,625
10595,195,195,175,675
10596,195,195,175,725
10597,195,195,175,775
10598,195,195,175,825
10599,195,195,175,875
10600,195,195,175,925
10601,195,195,175,975
10602,195,195,185,75
10603,195,195,185,125
10604,195,195,185,175
10605,195,195,185,225
10606,195,195,185,275
10607,195,195,185,325
10608,195,195,185,375
10609,195,195,185,425
10610,195,195,185,475
10611,195,195,185,525
10612,195,195,185,575
10613,195,195,185,625
10614,195,195,185,675
10615,195,195,185,725
10616,195,195,185,775
10617,195,195,185,825
10618,195,195,185,875
10619,195,195,185,925
10620,195,195,185,975
10621,195,195,195,75
10622,195,195,195,125
10623,195,195,195,175
10624,195,195,195,225
10625,195,195,195,275
10626,195,195,195,325
10627,195,195,195,375
10628,195,195,195,425
10629,195,195,195,475
10630,195,195,195,525
10631,195,195,195,575
10632,195,195,195,625
10633,195,195,195,675
10634,195,195,195,725
10635,195,195,195,775
10636,195,195,195,825
10637,195,195,195,875
10638,195,195,195,925
10639,195,195,195,975
10640,205,65,65,75
10641,205,65,65,125
10642,205,65,65,175
10643,205,65,65,225
10644,205,65,65,275
10645,205,65,65,325
10646,205,65,65,375
10647,205,65,65,425
10648,205,65,65,475
